Date,Time,Open,High,Low,Close,Volume,Change,Volatility,CBR,Weekday
09/03/2016,16:00,0.02594,0.02594,0.0252,0.0254,3.37,-2.081727062,0.028527371,0.729729730,Wednesday
09/03/2016,20:00,0.0257,0.0297,0.0257,0.0279,32.39,8.560311284,0.155642023,0.550000000,Wednesday
10/03/2016,16:00,0.03,0.031,0.02761,0.031,31.08,3.333333333,0.113000000,0.294985251,Thursday
11/03/2016,16:00,0.02995,0.02995,0.02995,0.02995,0.03,0.000000000,0.000000000,0.000000000,Friday
12/03/2016,00:00,0.0299,0.0312,0.0296,0.031,28.67,3.678929766,0.053511706,0.687500000,Saturday
12/03/2016,04:00,0.0327,0.0332,0.0306,0.0314,30.65,-3.975535168,0.079510703,0.500000000,Saturday
12/03/2016,08:00,0.0314,0.0319,0.031,0.031,23.38,-1.273885350,0.028662420,0.444444444,Saturday
12/03/2016,12:00,0.032284,0.032284,0.031972,0.031972,2.15,-0.966422996,0.009664230,1.000000000,Saturday
12/03/2016,20:00,0.032494,0.032494,0.032494,0.032494,0.69,0.000000000,0.000000000,0.000000000,Saturday
13/03/2016,00:00,0.033637,0.034663,0.033637,0.034658,11.4,3.035347980,0.030502126,0.995126706,Sunday
13/03/2016,04:00,0.03215,0.034613,0.03215,0.033826,9.47,5.213063764,0.076609642,0.680470970,Sunday
13/03/2016,08:00,0.034717,0.034717,0.034717,0.034717,0.89,0.000000000,0.000000000,0.000000000,Sunday
13/03/2016,12:00,0.033627,0.033636,0.033627,0.033636,0.02,0.026764207,0.000267642,1.000000000,Sunday
13/03/2016,20:00,0.036495,0.0368,0.0352,0.0352,86.97,-3.548431292,0.043841622,0.809375000,Sunday
14/03/2016,00:00,0.035252,0.035252,0.028241,0.031413,89.24,-10.890162260,0.198882333,0.547568107,Monday
14/03/2016,04:00,0.031413,0.032479,0.031381,0.031926,10.79,1.633081845,0.034953682,0.467213115,Monday
14/03/2016,08:00,0.032105,0.03235,0.031447,0.03235,50.58,0.763121009,0.028126460,0.271317829,Monday
14/03/2016,12:00,0.03258,0.05058,0.03227,0.033155,32081.27,1.764886433,0.562001228,0.031403605,Monday
14/03/2016,16:00,0.033,0.03699,0.032,0.032749,43525.97,-0.760606061,0.151212121,0.050300601,Monday
14/03/2016,20:00,0.032749,0.034,0.02795,0.029996,44432.61,-8.406363553,0.184738465,0.455041322,Monday
15/03/2016,00:00,0.029996,0.031358,0.028512,0.028514,11822.65,-4.940658755,0.094879317,0.520730850,Tuesday
15/03/2016,04:00,0.028514,0.030799,0.028514,0.030523,11334.85,7.045661780,0.080136074,0.879212254,Tuesday
15/03/2016,08:00,0.030643,0.032004,0.030521,0.03132,10251.14,2.209313709,0.048396045,0.456507080,Tuesday
15/03/2016,12:00,0.031445,0.031445,0.029148,0.0302,9253.12,-3.959294005,0.073048179,0.542011319,Tuesday
15/03/2016,16:00,0.0301,0.03145,0.0293,0.03107,6742.81,3.222591362,0.071428571,0.451162791,Tuesday
15/03/2016,20:00,0.031081,0.03157,0.0305,0.03131,7314.19,0.736784531,0.034426177,0.214018692,Tuesday
16/03/2016,00:00,0.03131,0.0335,0.03131,0.0315,17463.27,0.606834877,0.069945704,0.086757991,Wednesday
16/03/2016,04:00,0.031525,0.032602,0.03131,0.03209,5960.28,1.792228390,0.040983347,0.437306502,Wednesday
16/03/2016,08:00,0.03209,0.03298,0.031861,0.032546,9642.62,1.421003428,0.034870676,0.407506702,Wednesday
16/03/2016,12:00,0.03259,0.033013,0.031391,0.031804,11000.66,-2.411782755,0.049769868,0.484586930,Wednesday
16/03/2016,16:00,0.03169,0.0318,0.030465,0.03159,6431.03,-0.315556958,0.042126854,0.074906367,Wednesday
16/03/2016,20:00,0.031459,0.03163,0.0294,0.030009,18606.87,-4.609173845,0.070885915,0.650224215,Wednesday
17/03/2016,00:00,0.03,0.030419,0.029053,0.02985,10109.45,-0.500000000,0.045533333,0.109809663,Thursday
17/03/2016,04:00,0.02999,0.030052,0.028201,0.028628,10555.25,-4.541513838,0.061720574,0.735818476,Thursday
17/03/2016,08:00,0.028802,0.02924,0.02603,0.02604,24315.6,-9.589611833,0.111450594,0.860436137,Thursday
17/03/2016,12:00,0.0261,0.02778,0.024759,0.02652,19828.42,1.609195402,0.115747126,0.139026812,Thursday
17/03/2016,16:00,0.02655,0.026934,0.0251,0.026799,9723.23,0.937853107,0.069077213,0.135768811,Thursday
17/03/2016,20:00,0.026824,0.027642,0.026178,0.0265,4937.89,-1.207873546,0.054577990,0.221311475,Thursday
18/03/2016,00:00,0.0265,0.026509,0.025247,0.02629,3425.08,-0.792452830,0.047622642,0.166402536,Friday
18/03/2016,04:00,0.02633,0.026708,0.024648,0.02497,7676.8,-5.165210786,0.078237752,0.660194175,Friday
18/03/2016,08:00,0.02488,0.0255,0.021,0.021463,42057.19,-13.733922830,0.180868167,0.759333333,Friday
18/03/2016,12:00,0.021549,0.025576,0.02015,0.02515,53789.68,16.710752239,0.251798227,0.663656469,Friday
18/03/2016,16:00,0.02515,0.025254,0.02365,0.024602,23097.96,-2.178926441,0.063777336,0.341645885,Friday
18/03/2016,20:00,0.024602,0.02702,0.024407,0.02702,12429.93,9.828469230,0.106210877,0.925373134,Friday
19/03/2016,00:00,0.027043,0.027368,0.024706,0.02588,11797.98,-4.300558370,0.098435824,0.436889557,Saturday
19/03/2016,04:00,0.025953,0.025953,0.0239,0.025004,9675.57,-3.656610026,0.079104535,0.462250365,Saturday
19/03/2016,08:00,0.025041,0.0269,0.025041,0.0257,8957.08,2.631684038,0.074238249,0.354491662,Saturday
19/03/2016,12:00,0.025749,0.02697,0.02572,0.02697,4237.88,4.741931726,0.048545575,0.976800000,Saturday
19/03/2016,16:00,0.027,0.027189,0.02553,0.02565,12198.58,-5.000000000,0.061444444,0.813743219,Saturday
19/03/2016,20:00,0.02567,0.026165,0.02465,0.02574,11869.71,0.272691858,0.059018309,0.046204620,Saturday
20/03/2016,00:00,0.025738,0.02646,0.02511,0.026135,12224.67,1.542466392,0.052451628,0.294074074,Sunday
20/03/2016,04:00,0.025992,0.02625,0.025073,0.025073,4318.54,-3.535703293,0.045283164,0.780798641,Sunday
20/03/2016,08:00,0.025102,0.025319,0.024736,0.025217,4320.02,0.458130826,0.023225241,0.197255575,Sunday
20/03/2016,12:00,0.025052,0.02531,0.02405,0.02445,9776.7,-2.403001756,0.050295386,0.477777778,Sunday
20/03/2016,16:00,0.024597,0.024597,0.023041,0.023998,14518.76,-2.435256332,0.063259747,0.384961440,Sunday
20/03/2016,20:00,0.024008,0.02521,0.02399,0.024916,8399.71,3.782072642,0.050816395,0.744262295,Sunday
21/03/2016,00:00,0.024871,0.026032,0.02455,0.026032,4531.64,4.668087331,0.059587471,0.783400810,Monday
21/03/2016,04:00,0.0261,0.027,0.02561,0.026949,9703.08,3.252873563,0.053256705,0.610791367,Monday
21/03/2016,08:00,0.026919,0.0271,0.026,0.02678,3443.84,-0.516363907,0.040863331,0.126363636,Monday
21/03/2016,12:00,0.0268,0.02714,0.026269,0.0265,2859.73,-1.119402985,0.032500000,0.344431688,Monday
21/03/2016,16:00,0.0265,0.029,0.026418,0.028,20222.65,5.660377358,0.097433962,0.580945004,Monday
21/03/2016,20:00,0.02795,0.029278,0.02795,0.028656,6218.78,2.525939177,0.047513417,0.531626506,Monday
22/03/2016,00:00,0.028847,0.029019,0.027331,0.02824,10456.19,-2.104204943,0.058515617,0.359597156,Tuesday
22/03/2016,04:00,0.02821,0.028271,0.027797,0.028217,1580.71,0.024813896,0.016802552,0.014767932,Tuesday
22/03/2016,08:00,0.028222,0.028719,0.028205,0.028652,5006.02,1.523634044,0.018212742,0.836575875,Tuesday
22/03/2016,12:00,0.0287,0.0288,0.0267,0.026801,5815.82,-6.616724739,0.073170732,0.904285714,Tuesday
22/03/2016,16:00,0.0267,0.027553,0.026674,0.027475,8333.7,2.902621723,0.032921348,0.881683732,Tuesday
22/03/2016,20:00,0.027506,0.027837,0.02688,0.02688,2821.78,-2.275867084,0.034792409,0.654127482,Tuesday
23/03/2016,00:00,0.026977,0.027699,0.026858,0.02763,2794.91,2.420580494,0.031174704,0.776456599,Wednesday
23/03/2016,04:00,0.0277,0.028899,0.02762,0.028438,6130.96,2.664259928,0.046173285,0.577013292,Wednesday
23/03/2016,08:00,0.028491,0.028491,0.028,0.02818,1116.9,-1.091572777,0.017233512,0.633401222,Wednesday
23/03/2016,12:00,0.02829,0.0286,0.02825,0.02856,3204.47,0.954400848,0.012371863,0.771428571,Wednesday
23/03/2016,16:00,0.028465,0.02942,0.028465,0.029056,14102.09,2.076233972,0.033549974,0.618848168,Wednesday
23/03/2016,20:00,0.029074,0.02974,0.029074,0.029675,3780.78,2.067139025,0.022907065,0.902402402,Wednesday
24/03/2016,00:00,0.02974,0.02987,0.02751,0.0284,15958.0,-4.505716207,0.079354405,0.567796610,Thursday
24/03/2016,04:00,0.028236,0.028375,0.02717,0.02739,7098.36,-2.996175096,0.042676016,0.702074689,Thursday
24/03/2016,08:00,0.02734,0.0283,0.026014,0.02602,13043.73,-4.828090710,0.083613753,0.577427822,Thursday
24/03/2016,12:00,0.026127,0.027589,0.0255,0.02727,22598.31,4.374784705,0.079955601,0.547151747,Thursday
24/03/2016,16:00,0.02719,0.027756,0.026371,0.026591,3421.78,-2.203015815,0.050937845,0.432490975,Thursday
24/03/2016,20:00,0.0266,0.027288,0.026335,0.027071,4502.98,1.770676692,0.035827068,0.494228751,Thursday
25/03/2016,00:00,0.027099,0.0274,0.02571,0.02589,5304.56,-4.461419241,0.062363925,0.715384615,Friday
25/03/2016,04:00,0.025891,0.026509,0.025383,0.02602,3910.93,0.498242633,0.043490016,0.114564831,Friday
25/03/2016,08:00,0.02602,0.0265,0.025985,0.02642,5247.61,1.537279016,0.019792467,0.776699029,Friday
25/03/2016,12:00,0.026341,0.026341,0.025286,0.025294,6350.51,-3.974792149,0.040051631,0.992417062,Friday
25/03/2016,16:00,0.025285,0.02581,0.025051,0.025789,4317.71,1.993276646,0.030017797,0.664031621,Friday
25/03/2016,20:00,0.0258,0.02581,0.025361,0.025719,1354.87,-0.313953488,0.017403101,0.180400891,Friday
26/03/2016,00:00,0.025724,0.026889,0.025707,0.026296,4611.05,2.223604416,0.045949308,0.483925550,Saturday
26/03/2016,04:00,0.026327,0.02647,0.02595,0.0262,1375.58,-0.482394500,0.019751586,0.244230769,Saturday
26/03/2016,08:00,0.026307,0.026419,0.025697,0.025838,650.77,-1.782795454,0.027445167,0.649584488,Saturday
26/03/2016,12:00,0.025776,0.026296,0.0254,0.02617,2188.84,1.528553693,0.034761018,0.439732143,Saturday
26/03/2016,16:00,0.026293,0.02674,0.025897,0.025998,3741.62,-1.121971627,0.032061765,0.349940688,Saturday
26/03/2016,20:00,0.026,0.026588,0.026,0.026245,1745.09,0.942307692,0.022615385,0.416666667,Saturday
27/03/2016,00:00,0.0262,0.026444,0.02601,0.02603,849.07,-0.648854962,0.016564885,0.391705069,Sunday
27/03/2016,04:00,0.02601,0.026368,0.02593,0.026237,2154.75,0.872741253,0.016839677,0.518264840,Sunday
27/03/2016,08:00,0.026117,0.026225,0.02563,0.02582,2833.42,-1.137190336,0.022782096,0.499159664,Sunday
27/03/2016,12:00,0.02584,0.025857,0.025,0.025,6717.32,-3.250773994,0.033165635,0.980163361,Sunday
27/03/2016,16:00,0.02501,0.02506,0.0236,0.024551,39040.63,-1.835265894,0.058376649,0.314383562,Sunday
27/03/2016,20:00,0.024354,0.02599,0.024111,0.02446,10621.43,0.435246777,0.077153650,0.056412986,Sunday
28/03/2016,00:00,0.02446,0.027099,0.02435,0.026527,9226.8,8.450531480,0.112387572,0.751909785,Monday
28/03/2016,04:00,0.026815,0.02708,0.02623,0.026321,6236.36,-1.842252471,0.031698676,0.581176471,Monday
28/03/2016,08:00,0.02623,0.02656,0.025715,0.025801,4085.96,-1.635531834,0.032215021,0.507692308,Monday
28/03/2016,12:00,0.025715,0.027195,0.025602,0.026992,9234.05,4.965973167,0.061948279,0.801632141,Monday
28/03/2016,16:00,0.026992,0.028,0.026856,0.02711,13014.02,0.437166568,0.042382928,0.103146853,Monday
28/03/2016,20:00,0.02708,0.02774,0.02688,0.027677,6287.8,2.204579025,0.031757755,0.694186047,Monday
29/03/2016,00:00,0.02771,0.027771,0.026664,0.026929,3180.46,-2.818477084,0.039949477,0.705510388,Tuesday
