Date,Time,Open,High,Low,Close,Volume,Change,Volatility,CBR,Date,Weekday
02/10/2016,08:00,13.169,13.226,13.002,13.165,5696.57,-0.030374364,0.017009644,0.017857143,02/10/2016,Sunday
02/10/2016,12:00,13.185,13.327,13.1,13.169,4109.99,-0.121350019,0.017216534,0.070484581,02/10/2016,Sunday
02/10/2016,16:00,13.152,13.229,13.1,13.19,1385.69,0.288929440,0.009808394,0.294573643,02/10/2016,Sunday
02/10/2016,20:00,13.202,13.218,13.16,13.16,34.11,-0.318133616,0.004393274,0.724137931,02/10/2016,Sunday
03/10/2016,00:00,13.221,13.224,13.172,13.219,150.69,-0.015127449,0.003933137,0.038461538,03/10/2016,Monday
03/10/2016,04:00,13.2,13.217,13.2,13.2,61.43,0.000000000,0.001287879,0.000000000,03/10/2016,Monday
03/10/2016,08:00,13.191,13.28,13.17,13.28,542.66,0.674702449,0.008339019,0.809090909,03/10/2016,Monday
03/10/2016,12:00,13.253,13.31,13.19,13.201,1051.52,-0.392363993,0.009054554,0.433333333,03/10/2016,Monday
03/10/2016,16:00,13.311,13.482,13.251,13.377,2832.39,0.495830516,0.017354068,0.285714286,03/10/2016,Monday
03/10/2016,20:00,13.395,13.5,13.387,13.387,3118.84,-0.059723778,0.008435984,0.070796460,03/10/2016,Monday
04/10/2016,00:00,13.445,13.5,13.362,13.498,4583.0,0.394198587,0.010264039,0.384057971,04/10/2016,Tuesday
04/10/2016,04:00,13.481,13.499,13.365,13.499,2569.4,0.133521252,0.009939915,0.134328358,04/10/2016,Tuesday
04/10/2016,08:00,13.486,13.49,13.424,13.45,1058.57,-0.266943497,0.004893964,0.545454545,04/10/2016,Tuesday
04/10/2016,12:00,13.412,13.488,13.401,13.439,226.93,0.201312258,0.006486728,0.310344828,04/10/2016,Tuesday
04/10/2016,16:00,13.417,13.438,13.231,13.245,7611.02,-1.281955728,0.015428188,0.830917874,04/10/2016,Tuesday
04/10/2016,20:00,13.232,13.326,13.22,13.27,3001.12,0.287182588,0.008010883,0.358490566,04/10/2016,Tuesday
05/10/2016,00:00,13.27,13.315,13.27,13.27,167.58,0.000000000,0.003391108,0.000000000,05/10/2016,Wednesday
05/10/2016,04:00,13.296,13.35,13.271,13.321,702.43,0.188026474,0.005941637,0.316455696,05/10/2016,Wednesday
05/10/2016,08:00,13.27,13.307,13.2,13.275,1331.9,0.037678975,0.008063301,0.046728972,05/10/2016,Wednesday
05/10/2016,12:00,13.218,13.392,13.218,13.321,1696.78,0.779240430,0.013163867,0.591954023,05/10/2016,Wednesday
05/10/2016,16:00,13.261,13.301,13.241,13.241,6330.24,-0.150818189,0.004524546,0.333333333,05/10/2016,Wednesday
05/10/2016,20:00,13.241,13.278,13.022,13.022,9034.73,-1.653953629,0.019333887,0.855468750,05/10/2016,Wednesday
06/10/2016,00:00,13.01,13.146,13.008,13.095,1399.38,0.653343582,0.010607225,0.615942029,06/10/2016,Thursday
06/10/2016,04:00,13.1,13.11,13.03,13.046,562.78,-0.412213740,0.006106870,0.675000000,06/10/2016,Thursday
06/10/2016,08:00,13.035,13.076,12.651,12.797,5118.91,-1.825853471,0.032604526,0.560000000,06/10/2016,Thursday
06/10/2016,12:00,12.734,12.865,12.624,12.865,7704.48,1.028741951,0.018925711,0.543568465,06/10/2016,Thursday
06/10/2016,16:00,12.919,12.98,12.8,12.866,1983.89,-0.410248471,0.013932967,0.294444444,06/10/2016,Thursday
06/10/2016,20:00,12.812,12.898,12.802,12.84,401.41,0.218545114,0.007492975,0.291666667,06/10/2016,Thursday
07/10/2016,00:00,12.82,12.95,12.82,12.95,1056.38,1.014040562,0.010140406,1.000000000,07/10/2016,Friday
07/10/2016,04:00,12.95,13.0,12.875,12.89,1842.55,-0.463320463,0.009652510,0.480000000,07/10/2016,Friday
07/10/2016,08:00,12.891,12.946,12.61,12.634,6853.55,-1.993638973,0.026064696,0.764880952,07/10/2016,Friday
07/10/2016,12:00,12.635,12.68,12.566,12.62,2011.06,-0.118717847,0.009022556,0.131578947,07/10/2016,Friday
07/10/2016,16:00,12.64,12.797,12.56,12.632,8757.51,-0.063291139,0.018750000,0.033755274,07/10/2016,Friday
07/10/2016,20:00,12.65,12.75,12.576,12.69,999.16,0.316205534,0.013754941,0.229885057,07/10/2016,Friday
08/10/2016,00:00,12.73,12.758,12.65,12.692,212.38,-0.298507463,0.008483896,0.351851852,08/10/2016,Saturday
08/10/2016,04:00,12.72,12.75,12.26,12.271,7563.14,-3.529874214,0.038522013,0.916326531,08/10/2016,Saturday
08/10/2016,08:00,12.273,12.325,12.0,12.21,8917.47,-0.513321926,0.026480893,0.193846154,08/10/2016,Saturday
08/10/2016,12:00,12.21,12.288,12.2,12.249,3904.65,0.319410319,0.007207207,0.443181818,08/10/2016,Saturday
08/10/2016,16:00,12.249,12.25,12.18,12.228,9508.85,-0.171442567,0.005714752,0.300000000,08/10/2016,Saturday
08/10/2016,20:00,12.22,12.56,12.18,12.21,7528.68,-0.081833061,0.031096563,0.026315789,08/10/2016,Saturday
09/10/2016,00:00,12.208,12.406,12.208,12.267,2778.41,0.483289646,0.016218873,0.297979798,09/10/2016,Sunday
09/10/2016,04:00,12.267,12.557,12.267,12.35,6385.62,0.676612049,0.023640662,0.286206897,09/10/2016,Sunday
09/10/2016,08:00,12.37,12.419,12.37,12.38,7006.24,0.080840744,0.003961196,0.204081633,09/10/2016,Sunday
09/10/2016,12:00,12.38,12.4,12.245,12.304,13947.21,-0.613893376,0.012520194,0.490322581,09/10/2016,Sunday
09/10/2016,16:00,12.219,12.219,11.99,12.05,12478.21,-1.383091906,0.018741305,0.737991266,09/10/2016,Sunday
09/10/2016,20:00,12.049,12.089,12.012,12.012,5044.33,-0.307079426,0.006390572,0.480519481,09/10/2016,Sunday
10/10/2016,00:00,12.027,12.09,12.005,12.005,11463.39,-0.182921759,0.007067432,0.258823529,10/10/2016,Monday
10/10/2016,04:00,12.005,12.018,11.862,11.878,33849.51,-1.057892545,0.012994586,0.814102564,10/10/2016,Monday
10/10/2016,08:00,11.885,11.887,11.6,11.712,6530.84,-1.455616323,0.024148086,0.602787456,10/10/2016,Monday
10/10/2016,12:00,11.72,11.995,11.62,11.89,18395.03,1.450511945,0.031996587,0.453333333,10/10/2016,Monday
10/10/2016,16:00,11.905,11.93,11.888,11.888,13334.78,-0.142797144,0.003527929,0.404761905,10/10/2016,Monday
10/10/2016,20:00,11.866,11.899,11.73,11.732,1755.12,-1.129276926,0.014242373,0.792899408,10/10/2016,Monday
11/10/2016,00:00,11.731,12.171,11.731,12.12,5600.04,3.316000341,0.037507459,0.884090909,11/10/2016,Tuesday
11/10/2016,04:00,12.12,12.33,12.043,12.082,2590.39,-0.313531353,0.023679868,0.132404181,11/10/2016,Tuesday
11/10/2016,08:00,12.148,12.165,11.912,11.914,2621.11,-1.926243003,0.020826473,0.924901186,11/10/2016,Tuesday
11/10/2016,12:00,11.911,12.185,11.911,12.02,10809.93,0.915120477,0.023003946,0.397810219,11/10/2016,Tuesday
11/10/2016,16:00,12.02,12.1,11.81,11.904,11299.17,-0.965058236,0.024126456,0.400000000,11/10/2016,Tuesday
11/10/2016,20:00,11.903,11.903,11.751,11.823,2382.37,-0.672099471,0.012769890,0.526315789,11/10/2016,Tuesday
12/10/2016,00:00,11.718,11.887,11.71,11.773,2091.4,0.469363373,0.015104967,0.310734463,12/10/2016,Wednesday
12/10/2016,04:00,11.761,12.05,11.761,12.03,2649.0,2.287220474,0.024572740,0.930795848,12/10/2016,Wednesday
12/10/2016,08:00,12.03,12.03,11.905,11.967,3706.69,-0.523690773,0.010390690,0.504000000,12/10/2016,Wednesday
12/10/2016,12:00,11.967,11.999,11.9,11.901,15723.97,-0.551516671,0.008272750,0.666666667,12/10/2016,Wednesday
12/10/2016,16:00,11.9,11.9,11.734,11.8,1452.84,-0.840336134,0.013949580,0.602409639,12/10/2016,Wednesday
12/10/2016,20:00,11.7,12.055,11.678,11.925,14099.58,1.923076923,0.032222222,0.596816976,12/10/2016,Wednesday
13/10/2016,00:00,11.905,12.12,11.905,12.062,2395.27,1.318773625,0.018059639,0.730232558,13/10/2016,Thursday
13/10/2016,04:00,12.037,12.09,11.932,11.992,248.91,-0.373847304,0.013126194,0.284810127,13/10/2016,Thursday
13/10/2016,08:00,12.014,12.014,11.859,11.86,782.03,-1.281837856,0.012901615,0.993548387,13/10/2016,Thursday
13/10/2016,12:00,11.868,11.92,11.811,11.84,3770.2,-0.235928547,0.009184361,0.256880734,13/10/2016,Thursday
13/10/2016,16:00,11.862,12.113,11.847,12.05,3980.33,1.584892935,0.022424549,0.706766917,13/10/2016,Thursday
13/10/2016,20:00,12.05,12.108,11.9,11.988,6136.05,-0.514522822,0.017261411,0.298076923,13/10/2016,Thursday
14/10/2016,00:00,12.021,12.055,12.021,12.031,43.17,0.083187755,0.002828384,0.294117647,14/10/2016,Friday
14/10/2016,04:00,12.08,12.1,12.022,12.022,1365.61,-0.480132450,0.006456954,0.743589744,14/10/2016,Friday
14/10/2016,08:00,12.022,12.055,11.962,11.962,1715.44,-0.499085011,0.007735818,0.645161290,14/10/2016,Friday
14/10/2016,12:00,11.979,12.008,11.9,11.926,2492.87,-0.442440938,0.009015778,0.490740741,14/10/2016,Friday
14/10/2016,16:00,11.955,12.039,11.955,12.02,721.11,0.543705563,0.007026349,0.773809524,14/10/2016,Friday
14/10/2016,20:00,11.961,11.987,11.93,11.95,282.98,-0.091965555,0.004765488,0.192982456,14/10/2016,Friday
15/10/2016,00:00,11.96,11.992,11.93,11.93,78.95,-0.250836120,0.005183946,0.483870968,15/10/2016,Saturday
15/10/2016,04:00,11.93,11.98,11.93,11.93,467.17,0.000000000,0.004191115,0.000000000,15/10/2016,Saturday
15/10/2016,08:00,11.93,12.049,11.86,11.86,3574.2,-0.586756077,0.015842414,0.370370370,15/10/2016,Saturday
15/10/2016,12:00,11.85,11.943,11.83,11.935,856.63,0.717299578,0.009535865,0.752212389,15/10/2016,Saturday
15/10/2016,16:00,11.924,11.987,11.878,11.931,385.48,0.058705133,0.009141228,0.064220183,15/10/2016,Saturday
15/10/2016,20:00,11.958,12.01,11.901,12.01,6193.81,0.434855327,0.009115237,0.477064220,15/10/2016,Saturday
16/10/2016,00:00,11.963,12.019,11.963,12.018,384.13,0.459750899,0.004681100,0.982142857,16/10/2016,Sunday
16/10/2016,04:00,11.979,12.014,11.971,11.972,263.63,-0.058435596,0.003589615,0.162790698,16/10/2016,Sunday
16/10/2016,08:00,12.018,12.06,11.97,12.057,2134.45,0.324513230,0.007488767,0.433333333,16/10/2016,Sunday
16/10/2016,12:00,12.056,12.056,11.935,11.935,197.91,-1.003649635,0.010036496,1.000000000,16/10/2016,Sunday
16/10/2016,16:00,11.997,12.025,11.997,12.017,1083.33,0.166708344,0.002333917,0.714285714,16/10/2016,Sunday
16/10/2016,20:00,12.017,12.034,11.92,12.02,2681.14,0.024964633,0.009486561,0.026315789,16/10/2016,Sunday
17/10/2016,00:00,11.945,11.959,11.92,11.959,430.62,0.117203851,0.003264964,0.358974359,17/10/2016,Monday
17/10/2016,04:00,11.925,11.95,11.851,11.948,1019.22,0.192872117,0.008301887,0.232323232,17/10/2016,Monday
17/10/2016,08:00,11.91,11.95,11.811,11.92,5124.71,0.083963056,0.011670865,0.071942446,17/10/2016,Monday
17/10/2016,12:00,11.811,11.9,11.811,11.9,6328.86,0.753534840,0.007535348,1.000000000,17/10/2016,Monday
17/10/2016,16:00,11.9,12.0,11.9,12.0,7176.51,0.840336134,0.008403361,1.000000000,17/10/2016,Monday
17/10/2016,20:00,12.0,12.03,11.978,12.001,4832.67,0.008333333,0.004333333,0.019230769,17/10/2016,Monday
18/10/2016,00:00,11.981,12.2,11.981,12.2,3092.8,1.827894166,0.018278942,1.000000000,18/10/2016,Tuesday
18/10/2016,04:00,12.2,12.57,12.2,12.377,13233.1,1.450819672,0.030327869,0.478378378,18/10/2016,Tuesday
18/10/2016,08:00,12.364,12.57,12.305,12.569,15672.18,1.658039469,0.021433193,0.773584906,18/10/2016,Tuesday
18/10/2016,12:00,12.569,12.91,12.557,12.728,18266.11,1.265017106,0.028084971,0.450424929,18/10/2016,Tuesday
18/10/2016,16:00,12.75,12.8,12.557,12.599,6392.95,-1.184313725,0.019058824,0.621399177,18/10/2016,Tuesday
18/10/2016,20:00,12.575,12.641,12.535,12.605,11363.98,0.238568588,0.008429423,0.283018868,18/10/2016,Tuesday
19/10/2016,00:00,12.56,12.579,12.48,12.525,6468.62,-0.278662420,0.007882166,0.353535354,19/10/2016,Wednesday
19/10/2016,04:00,12.485,12.623,12.48,12.594,1732.75,0.873047657,0.011453744,0.762237762,19/10/2016,Wednesday
19/10/2016,08:00,12.6,12.6,12.523,12.556,2583.4,-0.349206349,0.006111111,0.571428571,19/10/2016,Wednesday
19/10/2016,12:00,12.549,12.549,12.02,12.061,18806.18,-3.888756076,0.042154753,0.922495274,19/10/2016,Wednesday
19/10/2016,16:00,12.029,12.129,11.95,11.99,7388.18,-0.324216477,0.014880705,0.217877095,19/10/2016,Wednesday
19/10/2016,20:00,11.96,12.036,11.96,11.988,262.94,0.234113712,0.006354515,0.368421053,19/10/2016,Wednesday
20/10/2016,00:00,12.037,12.316,12.037,12.234,3241.45,1.636620420,0.023178533,0.706093190,20/10/2016,Thursday
20/10/2016,04:00,12.235,12.235,12.038,12.117,2778.72,-0.964446261,0.016101349,0.598984772,20/10/2016,Thursday
20/10/2016,08:00,12.037,12.299,12.03,12.232,2749.9,1.620004985,0.022347761,0.724907063,20/10/2016,Thursday
20/10/2016,12:00,12.273,12.273,12.07,12.08,1680.5,-1.572557647,0.016540373,0.950738916,20/10/2016,Thursday
20/10/2016,16:00,12.08,12.22,12.05,12.099,4704.53,0.157284768,0.014072848,0.111764706,20/10/2016,Thursday
20/10/2016,20:00,12.05,12.281,12.04,12.151,9685.49,0.838174274,0.020000000,0.419087137,20/10/2016,Thursday
21/10/2016,00:00,12.132,12.194,12.09,12.194,4571.58,0.511045170,0.008572371,0.596153846,21/10/2016,Friday
21/10/2016,04:00,12.188,12.188,12.11,12.139,879.08,-0.402034788,0.006399737,0.628205128,21/10/2016,Friday
21/10/2016,08:00,12.139,12.147,12.089,12.132,1027.88,-0.057665376,0.004777988,0.120689655,21/10/2016,Friday
21/10/2016,12:00,12.13,12.2,12.116,12.116,1143.53,-0.115416323,0.006924979,0.166666667,21/10/2016,Friday
21/10/2016,16:00,12.116,12.132,12.087,12.087,178.45,-0.239352922,0.003714097,0.644444444,21/10/2016,Friday
21/10/2016,20:00,12.094,12.2,12.094,12.196,657.11,0.843393418,0.008764677,0.962264151,21/10/2016,Friday
22/10/2016,00:00,12.129,12.179,12.099,12.178,117.14,0.403990436,0.006595762,0.612500000,22/10/2016,Saturday
22/10/2016,04:00,12.179,12.193,12.178,12.191,290.01,0.098530257,0.001231628,0.800000000,22/10/2016,Saturday
22/10/2016,08:00,12.178,12.178,12.145,12.145,63.26,-0.270980457,0.002709805,1.000000000,22/10/2016,Saturday
22/10/2016,12:00,12.09,12.349,12.082,12.3,2839.97,1.736972705,0.022084367,0.786516854,22/10/2016,Saturday
22/10/2016,16:00,12.374,12.374,12.17,12.2,1991.21,-1.406174236,0.016486181,0.852941176,22/10/2016,Saturday
22/10/2016,20:00,12.21,12.289,12.161,12.186,588.64,-0.196560197,0.010483210,0.187500000,22/10/2016,Saturday
23/10/2016,00:00,12.25,12.263,12.171,12.171,1031.42,-0.644897959,0.007510204,0.858695652,23/10/2016,Sunday
23/10/2016,04:00,12.247,12.247,12.081,12.101,546.59,-1.192128685,0.013554340,0.879518072,23/10/2016,Sunday
23/10/2016,08:00,12.11,12.125,12.05,12.125,4449.04,0.123864575,0.006193229,0.200000000,23/10/2016,Sunday
23/10/2016,12:00,12.144,12.144,11.991,12.058,2069.64,-0.708168643,0.012598814,0.562091503,23/10/2016,Sunday
23/10/2016,16:00,12.036,12.107,11.991,12.107,1114.05,0.589896976,0.009637753,0.612068966,23/10/2016,Sunday
23/10/2016,20:00,12.05,12.107,12.05,12.07,54.45,0.165975104,0.004730290,0.350877193,23/10/2016,Sunday
24/10/2016,00:00,12.05,12.23,12.05,12.12,933.49,0.580912863,0.014937759,0.388888889,24/10/2016,Monday
24/10/2016,04:00,12.06,12.06,12.06,12.06,3.0,0.000000000,0.000000000,0.000000000,24/10/2016,Monday
24/10/2016,08:00,12.13,12.13,12.05,12.05,13.45,-0.659521847,0.006595218,1.000000000,24/10/2016,Monday
24/10/2016,12:00,12.03,12.104,12.001,12.014,962.17,-0.133000831,0.008561929,0.155339806,24/10/2016,Monday
24/10/2016,16:00,12.031,12.105,12.005,12.005,5986.67,-0.216108387,0.008311861,0.260000000,24/10/2016,Monday
24/10/2016,20:00,12.031,12.039,11.981,11.981,5989.22,-0.415593051,0.004820879,0.862068966,24/10/2016,Monday
25/10/2016,00:00,11.97,11.999,11.775,11.8,3460.04,-1.420217210,0.018713450,0.758928571,25/10/2016,Tuesday
25/10/2016,04:00,11.771,11.825,11.531,11.775,5408.24,0.033981820,0.024976637,0.013605442,25/10/2016,Tuesday
25/10/2016,08:00,11.705,11.793,11.628,11.75,1053.3,0.384451089,0.014096540,0.272727273,25/10/2016,Tuesday
25/10/2016,12:00,11.75,11.75,11.15,11.336,6831.4,-3.523404255,0.051063830,0.690000000,25/10/2016,Tuesday
25/10/2016,16:00,11.328,11.673,11.122,11.427,14205.89,0.873940678,0.048640537,0.179673321,25/10/2016,Tuesday
25/10/2016,20:00,11.53,11.585,11.358,11.466,1172.66,-0.555073721,0.019687771,0.281938326,25/10/2016,Tuesday
26/10/2016,00:00,11.523,11.665,11.481,11.52,5092.48,-0.026034887,0.015968064,0.016304348,26/10/2016,Wednesday
26/10/2016,04:00,11.615,11.618,11.451,11.54,536.22,-0.645716746,0.014377960,0.449101796,26/10/2016,Wednesday
26/10/2016,08:00,11.54,11.62,11.458,11.601,1509.97,0.528596187,0.014038128,0.376543210,26/10/2016,Wednesday
26/10/2016,12:00,11.698,11.698,11.6,11.666,1811.37,-0.273551034,0.008377500,0.326530612,26/10/2016,Wednesday
26/10/2016,16:00,11.668,11.724,11.48,11.517,9453.47,-1.294137813,0.020911896,0.618852459,26/10/2016,Wednesday
26/10/2016,20:00,11.517,11.52,11.472,11.52,2935.28,0.026048450,0.004167752,0.062500000,26/10/2016,Wednesday
27/10/2016,00:00,11.52,11.528,11.36,11.46,3334.12,-0.520833333,0.014583333,0.357142857,27/10/2016,Thursday
27/10/2016,04:00,11.437,11.48,11.266,11.266,1906.54,-1.495147329,0.018711200,0.799065421,27/10/2016,Thursday
27/10/2016,08:00,11.266,11.44,11.231,11.4,2438.84,1.189419492,0.018551394,0.641148325,27/10/2016,Thursday
27/10/2016,12:00,11.349,11.6,11.326,11.481,10386.95,1.163098070,0.024143096,0.481751825,27/10/2016,Thursday
27/10/2016,16:00,11.552,11.552,11.38,11.46,526.04,-0.796398892,0.014889197,0.534883721,27/10/2016,Thursday
27/10/2016,20:00,11.365,11.67,11.365,11.503,12802.46,1.214254289,0.026836780,0.452459016,27/10/2016,Thursday
28/10/2016,00:00,11.55,11.699,11.49,11.546,10852.94,-0.034632035,0.018095238,0.019138756,28/10/2016,Friday
28/10/2016,04:00,11.573,11.574,11.22,11.297,11744.14,-2.384861315,0.030588439,0.779661017,28/10/2016,Friday
28/10/2016,08:00,11.224,11.432,11.224,11.302,2041.04,0.694939416,0.018531718,0.375000000,28/10/2016,Friday
28/10/2016,12:00,11.25,11.406,11.15,11.27,10367.62,0.177777778,0.022755556,0.078125000,28/10/2016,Friday
28/10/2016,16:00,11.35,11.354,10.854,10.975,12975.46,-3.303964758,0.044052863,0.750000000,28/10/2016,Friday
28/10/2016,20:00,10.998,11.18,10.994,11.15,7639.3,1.382069467,0.016912166,0.817204301,28/10/2016,Friday
29/10/2016,00:00,11.15,11.26,11.1,11.133,19997.99,-0.152466368,0.014349776,0.106250000,29/10/2016,Saturday
29/10/2016,04:00,11.201,11.201,11.1,11.198,1394.94,-0.026783323,0.009017052,0.029702970,29/10/2016,Saturday
29/10/2016,08:00,11.109,11.177,10.702,10.818,11018.39,-2.619497705,0.042758124,0.612631579,29/10/2016,Saturday
29/10/2016,12:00,10.827,10.854,9.5,10.101,41647.15,-6.705458576,0.125057726,0.536189069,29/10/2016,Saturday
29/10/2016,16:00,10.154,10.592,10.134,10.384,5315.21,2.265117195,0.045105377,0.502183406,29/10/2016,Saturday
29/10/2016,20:00,10.383,10.512,10.146,10.375,2209.79,-0.077049022,0.035249928,0.021857923,29/10/2016,Saturday
30/10/2016,00:00,10.461,10.64,10.344,10.512,1392.15,0.487525093,0.028295574,0.172297297,30/10/2016,Sunday
30/10/2016,04:00,10.499,10.549,10.386,10.386,1748.13,-1.076292980,0.015525288,0.693251534,30/10/2016,Sunday
30/10/2016,08:00,10.379,10.461,10.33,10.413,1113.84,0.327584546,0.012621640,0.259541985,30/10/2016,Sunday
30/10/2016,12:00,10.34,10.999,10.314,10.875,2157.3,5.174081238,0.066247582,0.781021898,30/10/2016,Sunday
30/10/2016,16:00,10.89,11.2,10.84,11.158,8912.41,2.460973370,0.033057851,0.744444444,30/10/2016,Sunday
30/10/2016,20:00,11.11,11.529,11.11,11.26,10705.13,1.350135014,0.037713771,0.357995227,30/10/2016,Sunday
31/10/2016,00:00,11.246,11.5,11.064,11.498,7809.01,2.240796728,0.038769340,0.577981651,31/10/2016,Monday
31/10/2016,04:00,11.419,11.467,11.178,11.411,3643.11,-0.070058674,0.025308696,0.027681661,31/10/2016,Monday
31/10/2016,08:00,11.35,11.471,11.266,11.396,539.63,0.405286344,0.018061674,0.224390244,31/10/2016,Monday
31/10/2016,12:00,11.334,11.381,11.041,11.178,5443.61,-1.376389624,0.029998235,0.458823529,31/10/2016,Monday
31/10/2016,16:00,11.187,11.261,10.97,10.97,13481.1,-1.939751497,0.026012336,0.745704467,31/10/2016,Monday
31/10/2016,20:00,10.97,11.15,10.877,10.995,6874.81,0.227894257,0.024886053,0.091575092,31/10/2016,Monday
01/11/2016,00:00,10.972,10.973,10.701,10.744,1880.93,-2.078016770,0.024790376,0.838235294,01/11/2016,Tuesday
01/11/2016,04:00,10.702,10.846,10.635,10.67,4799.61,-0.299009531,0.019715941,0.151658768,01/11/2016,Tuesday
01/11/2016,08:00,10.669,10.777,10.405,10.511,5845.85,-1.480926047,0.034867373,0.424731183,01/11/2016,Tuesday
01/11/2016,12:00,10.523,11.08,10.513,10.898,4794.43,3.563622541,0.053881973,0.661375661,01/11/2016,Tuesday
01/11/2016,16:00,10.903,10.971,10.5,10.817,11974.97,-0.788773732,0.043199120,0.182590234,01/11/2016,Tuesday
01/11/2016,20:00,10.804,11.21,10.63,10.831,8500.66,0.249907442,0.053683821,0.046551724,01/11/2016,Tuesday
02/11/2016,00:00,10.831,11.122,10.82,11.005,1004.22,1.606499862,0.027882929,0.576158940,02/11/2016,Wednesday
02/11/2016,04:00,11.005,11.019,10.884,10.901,514.36,-0.945024989,0.012267151,0.770370370,02/11/2016,Wednesday
02/11/2016,08:00,10.884,11.121,10.88,11.02,7246.32,1.249540610,0.022142595,0.564315353,02/11/2016,Wednesday
02/11/2016,12:00,11.028,11.247,11.0,11.121,7636.5,0.843307943,0.022397534,0.376518219,02/11/2016,Wednesday
02/11/2016,16:00,11.13,11.181,10.77,10.894,6931.06,-2.120395328,0.036927224,0.574209246,02/11/2016,Wednesday
02/11/2016,20:00,10.893,10.936,10.763,10.855,2756.59,-0.348847884,0.015881759,0.219653179,02/11/2016,Wednesday
03/11/2016,00:00,10.845,11.044,10.83,10.941,1178.04,0.885200553,0.019732596,0.448598131,03/11/2016,Thursday
03/11/2016,04:00,10.895,11.128,10.809,10.984,12749.24,0.816888481,0.029279486,0.278996865,03/11/2016,Thursday
03/11/2016,08:00,10.961,11.1,10.96,11.033,690.18,0.656874373,0.012772557,0.514285714,03/11/2016,Thursday
03/11/2016,12:00,11.027,11.182,10.956,11.096,3500.83,0.625736828,0.020495148,0.305309735,03/11/2016,Thursday
03/11/2016,16:00,11.181,11.181,10.95,10.95,6816.47,-2.066004830,0.020660048,1.000000000,03/11/2016,Thursday
03/11/2016,20:00,10.951,11.066,10.86,10.86,5614.8,-0.830974340,0.018811067,0.441747573,03/11/2016,Thursday
04/11/2016,00:00,10.891,10.991,10.85,10.987,4567.33,0.881461757,0.012946470,0.680851064,04/11/2016,Friday
04/11/2016,04:00,10.901,11.106,10.901,11.106,559.42,1.880561416,0.018805614,1.000000000,04/11/2016,Friday
04/11/2016,08:00,11.098,11.107,10.967,10.997,936.88,-0.910073887,0.012614886,0.721428571,04/11/2016,Friday
04/11/2016,12:00,10.997,11.042,10.893,11.007,794.1,0.090933891,0.013549150,0.067114094,04/11/2016,Friday
04/11/2016,16:00,10.925,11.05,10.899,11.05,2747.76,1.144164760,0.013821510,0.827814570,04/11/2016,Friday
04/11/2016,20:00,11.05,11.24,11.05,11.184,4709.0,1.212669683,0.017194570,0.705263158,04/11/2016,Friday
05/11/2016,00:00,11.183,11.24,11.024,11.024,2251.93,-1.421800948,0.019315032,0.736111111,05/11/2016,Saturday
05/11/2016,04:00,10.992,11.082,10.992,11.0,340.35,0.072780204,0.008187773,0.088888889,05/11/2016,Saturday
05/11/2016,08:00,11.041,11.149,11.02,11.06,655.51,0.172085862,0.011683724,0.147286822,05/11/2016,Saturday
05/11/2016,12:00,11.1,11.15,11.037,11.15,214.28,0.450450450,0.010180180,0.442477876,05/11/2016,Saturday
05/11/2016,16:00,11.159,11.197,11.1,11.14,687.11,-0.170266153,0.008692535,0.195876289,05/11/2016,Saturday
05/11/2016,20:00,11.062,11.169,11.056,11.168,1233.62,0.958235400,0.010215151,0.938053097,05/11/2016,Saturday
06/11/2016,00:00,11.161,11.2,11.098,11.144,961.7,-0.152316101,0.009138966,0.166666667,06/11/2016,Sunday
06/11/2016,04:00,11.272,11.272,11.095,11.1,562.74,-1.525904897,0.015702626,0.971751412,06/11/2016,Sunday
06/11/2016,08:00,11.069,11.098,11.001,11.001,402.78,-0.614328304,0.008763213,0.701030928,06/11/2016,Sunday
06/11/2016,12:00,11.001,11.056,10.971,10.972,678.59,-0.263612399,0.007726570,0.341176471,06/11/2016,Sunday
06/11/2016,16:00,10.971,11.029,10.921,10.921,470.44,-0.455746969,0.009844135,0.462962963,06/11/2016,Sunday
06/11/2016,20:00,10.923,11.01,10.909,10.91,113.58,-0.119014923,0.009246544,0.128712871,06/11/2016,Sunday
07/11/2016,00:00,10.908,10.998,10.85,10.968,3906.61,0.550055006,0.013568023,0.405405405,07/11/2016,Monday
07/11/2016,04:00,10.927,10.991,10.904,10.97,202.58,0.393520637,0.007961929,0.494252874,07/11/2016,Monday
07/11/2016,08:00,10.887,10.965,10.859,10.94,97.6,0.486819142,0.009736383,0.500000000,07/11/2016,Monday
07/11/2016,12:00,10.885,10.917,10.861,10.917,241.53,0.293982545,0.005144695,0.571428571,07/11/2016,Monday
07/11/2016,16:00,10.88,11.099,10.87,10.955,19354.29,0.689338235,0.021047794,0.327510917,07/11/2016,Monday
07/11/2016,20:00,10.889,10.938,10.88,10.9,41.92,0.101019377,0.005326476,0.189655172,07/11/2016,Monday
08/11/2016,00:00,10.88,11.211,10.84,10.889,5237.97,0.082720588,0.034099265,0.024258760,08/11/2016,Tuesday
08/11/2016,04:00,10.931,10.955,10.888,10.888,303.45,-0.393376635,0.006129357,0.641791045,08/11/2016,Tuesday
08/11/2016,08:00,10.861,10.924,10.842,10.851,232.99,-0.092072553,0.007549949,0.121951220,08/11/2016,Tuesday
08/11/2016,12:00,10.851,10.964,10.788,10.802,7598.88,-0.451571284,0.016219703,0.278409091,08/11/2016,Tuesday
