Date,Time,Open,High,Low,Close,Volume,Change,Volatility,CBR,Weekday
15/03/2016,08:00,0.030643,0.032004,0.03064,0.031081,4547.24,1.429363966,0.044512613,0.321114370,Tuesday
15/03/2016,09:00,0.031178,0.031451,0.030521,0.031014,2077.02,-0.526011931,0.029828725,0.176344086,Tuesday
15/03/2016,10:00,0.03101,0.03169,0.030817,0.03142,2105.65,1.322154144,0.028152209,0.469644903,Tuesday
15/03/2016,11:00,0.03141,0.0315,0.03104,0.03132,1521.24,-0.286532951,0.014645018,0.195652174,Tuesday
15/03/2016,12:00,0.031445,0.031445,0.03075,0.030947,423.6,-1.583717602,0.022102083,0.716546763,Tuesday
15/03/2016,13:00,0.031071,0.031445,0.030337,0.030938,2124.29,-0.428051881,0.035660262,0.120036101,Tuesday
15/03/2016,14:00,0.030941,0.030946,0.029274,0.02955,3380.14,-4.495653017,0.054038331,0.831937799,Tuesday
15/03/2016,15:00,0.029509,0.030215,0.029148,0.0302,3325.09,2.341658477,0.036158460,0.647610122,Tuesday
15/03/2016,16:00,0.0301,0.0301,0.0293,0.029618,1569.3,-1.601328904,0.026578073,0.602500000,Tuesday
15/03/2016,17:00,0.029854,0.030215,0.029382,0.030209,2547.96,1.189120386,0.027902459,0.426170468,Tuesday
15/03/2016,18:00,0.030209,0.031195,0.030209,0.03115,1056.25,3.114965739,0.032639280,0.954361055,Tuesday
15/03/2016,19:00,0.031196,0.03145,0.03072,0.03107,1569.29,-0.403897936,0.023400436,0.172602740,Tuesday
15/03/2016,20:00,0.031081,0.03141,0.030817,0.030947,809.91,-0.431131559,0.019079180,0.225969646,Tuesday
15/03/2016,21:00,0.030832,0.031071,0.0305,0.030822,2866.8,-0.032433835,0.018519720,0.017513135,Tuesday
15/03/2016,22:00,0.03082,0.0315,0.0307,0.031399,811.58,1.878650227,0.025957171,0.723750000,Tuesday
15/03/2016,23:00,0.03123,0.03157,0.030959,0.03131,2825.9,0.256163945,0.019564521,0.130932897,Tuesday
16/03/2016,00:00,0.03131,0.0325,0.03131,0.03249,2683.32,3.768763973,0.038007027,0.991596639,Wednesday
16/03/2016,01:00,0.03249,0.03263,0.03211,0.032476,2478.87,-0.043090182,0.016004925,0.026923077,Wednesday
16/03/2016,02:00,0.032491,0.0335,0.031588,0.03212,7495.55,-1.141854667,0.058847065,0.194037657,Wednesday
16/03/2016,03:00,0.03211,0.0324,0.0315,0.0315,4805.52,-1.899719713,0.028028652,0.677777778,Wednesday
16/03/2016,04:00,0.031525,0.032349,0.031525,0.03184,1581.0,0.999206979,0.026137986,0.382281553,Wednesday
16/03/2016,05:00,0.03174,0.031834,0.03131,0.0318,1018.12,0.189035917,0.016509137,0.114503817,Wednesday
16/03/2016,06:00,0.03184,0.032602,0.0318,0.032588,2910.37,2.349246231,0.025188442,0.932668329,Wednesday
16/03/2016,07:00,0.0325,0.032599,0.031843,0.03209,450.79,-1.261538462,0.023261538,0.542328042,Wednesday
16/03/2016,08:00,0.03209,0.03298,0.031861,0.032096,4616.01,0.018697414,0.034870676,0.005361930,Wednesday
16/03/2016,09:00,0.032099,0.03298,0.03209,0.03275,3177.71,2.028100564,0.027726720,0.731460674,Wednesday
16/03/2016,10:00,0.032723,0.03294,0.03258,0.032719,294.92,-0.012223818,0.011001436,0.011111111,Wednesday
16/03/2016,11:00,0.032728,0.032729,0.0322,0.032546,1553.97,-0.556098753,0.016163530,0.344045369,Wednesday
16/03/2016,12:00,0.03259,0.033013,0.03255,0.032665,2868.46,0.230131942,0.014206812,0.161987041,Wednesday
16/03/2016,13:00,0.032882,0.032882,0.03206,0.032329,964.2,-1.681771182,0.024998479,0.672749392,Wednesday
16/03/2016,14:00,0.032201,0.032338,0.03185,0.031871,2251.08,-1.024812894,0.015154809,0.676229508,Wednesday
16/03/2016,15:00,0.032099,0.032216,0.031391,0.031804,4916.92,-0.919031746,0.025701735,0.357575758,Wednesday
16/03/2016,16:00,0.03169,0.0318,0.030465,0.0311,3129.98,-1.861786052,0.042126854,0.441947566,Wednesday
16/03/2016,17:00,0.03122,0.031427,0.030586,0.03107,1420.56,-0.480461243,0.026937860,0.178359096,Wednesday
16/03/2016,18:00,0.03107,0.031777,0.031017,0.031461,1476.36,1.258448664,0.024460895,0.514473684,Wednesday
16/03/2016,19:00,0.031311,0.031656,0.031311,0.03159,404.14,0.891060650,0.011018492,0.808695652,Wednesday
16/03/2016,20:00,0.031459,0.031459,0.03097,0.031101,433.64,-1.137989129,0.015544041,0.732106339,Wednesday
16/03/2016,21:00,0.0307,0.03163,0.0307,0.031402,1669.81,2.286644951,0.030293160,0.754838710,Wednesday
16/03/2016,22:00,0.031471,0.031471,0.03051,0.03069,507.97,-2.481649773,0.030536049,0.812695109,Wednesday
16/03/2016,23:00,0.03069,0.030989,0.0294,0.030009,15995.45,-2.218963832,0.051775823,0.428571429,Wednesday
17/03/2016,00:00,0.03,0.030419,0.02981,0.02981,2509.02,-0.633333333,0.020300000,0.311986864,Thursday
17/03/2016,01:00,0.02991,0.02992,0.029053,0.029808,4538.76,-0.341023069,0.028986961,0.117647059,Thursday
17/03/2016,02:00,0.029808,0.030118,0.02953,0.029915,2361.91,0.358964037,0.019726248,0.181972789,Thursday
17/03/2016,03:00,0.029979,0.03012,0.02976,0.02985,699.76,-0.430301211,0.012008406,0.358333333,Thursday
17/03/2016,04:00,0.02999,0.030052,0.029651,0.029882,1966.8,-0.360120040,0.013371124,0.269326683,Thursday
17/03/2016,05:00,0.029854,0.02999,0.029201,0.02978,873.7,-0.247872982,0.026428619,0.093789607,Thursday
17/03/2016,06:00,0.029613,0.02999,0.029071,0.029737,3490.27,0.418735015,0.031033668,0.134929271,Thursday
17/03/2016,07:00,0.029799,0.029799,0.028201,0.028628,4224.49,-3.929662069,0.053625961,0.732790989,Thursday
17/03/2016,08:00,0.028802,0.02924,0.027178,0.02747,4814.31,-4.624678842,0.071592251,0.645974782,Thursday
17/03/2016,09:00,0.02743,0.028258,0.0271,0.02822,4677.18,2.880058330,0.042216551,0.682210708,Thursday
17/03/2016,10:00,0.02836,0.028579,0.027793,0.028243,3095.5,-0.412552891,0.027715092,0.148854962,Thursday
17/03/2016,11:00,0.02825,0.028712,0.02603,0.02604,11728.61,-7.823008850,0.094938053,0.824011931,Thursday
17/03/2016,12:00,0.0261,0.02723,0.0261,0.02624,2262.02,0.536398467,0.043295019,0.123893805,Thursday
17/03/2016,13:00,0.026401,0.026567,0.025,0.025708,6536.67,-2.624900572,0.059353812,0.442246331,Thursday
17/03/2016,14:00,0.025789,0.0261,0.024759,0.02607,7548.12,1.089611850,0.051998914,0.209545116,Thursday
17/03/2016,15:00,0.02608,0.02778,0.025582,0.02652,3481.61,1.687116564,0.084279141,0.200181984,Thursday
17/03/2016,16:00,0.02655,0.026934,0.025146,0.02516,4910.18,-5.235404896,0.067344633,0.777404922,Thursday
17/03/2016,17:00,0.02518,0.026009,0.0251,0.02559,3253.81,1.628276410,0.036100079,0.451045105,Thursday
17/03/2016,18:00,0.02559,0.02631,0.0255,0.025879,513.83,1.129347401,0.031652989,0.356790123,Thursday
17/03/2016,19:00,0.025982,0.026825,0.025789,0.026799,1045.41,3.144484643,0.039873759,0.788610039,Thursday
17/03/2016,20:00,0.026824,0.027642,0.02665,0.02735,1895.27,1.960930510,0.036981807,0.530241935,Thursday
17/03/2016,21:00,0.027183,0.027469,0.026709,0.026817,1327.2,-1.346429754,0.027958651,0.481578947,Thursday
17/03/2016,22:00,0.02665,0.027148,0.02665,0.026816,704.54,0.622889306,0.018686679,0.333333333,Thursday
17/03/2016,23:00,0.026935,0.02696,0.026178,0.0265,1010.87,-1.614999072,0.029032857,0.556265985,Thursday
18/03/2016,00:00,0.0265,0.026509,0.026284,0.026509,17.38,0.033962264,0.008490566,0.040000000,Friday
18/03/2016,01:00,0.026399,0.026453,0.025247,0.02567,2171.81,-2.761468237,0.045683549,0.604477612,Friday
18/03/2016,02:00,0.025683,0.026194,0.0255,0.02576,439.73,0.299809212,0.027021765,0.110951009,Friday
18/03/2016,03:00,0.02567,0.02636,0.02567,0.02629,796.16,2.415270744,0.026879626,0.898550725,Friday
18/03/2016,04:00,0.02633,0.026379,0.02633,0.026379,60.13,0.186099506,0.001860995,1.000000000,Friday
18/03/2016,05:00,0.026379,0.026708,0.02625,0.0264,4693.58,0.079608780,0.017362296,0.045851528,Friday
18/03/2016,06:00,0.0264,0.0264,0.025143,0.025146,186.09,-4.750000000,0.047613636,0.997613365,Friday
18/03/2016,07:00,0.025136,0.025248,0.024648,0.02497,2737.01,-0.660407384,0.023870146,0.276666667,Friday
18/03/2016,08:00,0.02488,0.0255,0.024647,0.024647,8727.56,-0.936495177,0.034284566,0.273153576,Friday
18/03/2016,09:00,0.024647,0.024772,0.023451,0.023618,3210.7,-4.174950298,0.053596787,0.778955337,Friday
18/03/2016,10:00,0.023611,0.023983,0.02215,0.023731,16892.26,0.508237686,0.077633307,0.065466448,Friday
18/03/2016,11:00,0.02366,0.024007,0.021,0.021463,13226.67,-9.285714286,0.127092139,0.730628533,Friday
18/03/2016,12:00,0.021549,0.022499,0.02015,0.02058,11238.06,-4.496728386,0.109007379,0.412515964,Friday
18/03/2016,13:00,0.02058,0.02297,0.02051,0.021989,22763.24,6.846452867,0.119533528,0.572764228,Friday
18/03/2016,14:00,0.022057,0.02448,0.021941,0.02448,7115.05,10.985174774,0.115110849,0.954312722,Friday
18/03/2016,15:00,0.024533,0.025576,0.023635,0.02515,12673.33,2.514979823,0.079117923,0.317877383,Friday
18/03/2016,16:00,0.02515,0.025219,0.023827,0.02451,3981.58,-2.544731610,0.055347913,0.459770115,Friday
18/03/2016,17:00,0.024559,0.024574,0.02365,0.02418,3578.14,-1.543222444,0.037623682,0.410173160,Friday
18/03/2016,18:00,0.024281,0.024616,0.023803,0.024442,3155.39,0.663069890,0.033482970,0.198031980,Friday
18/03/2016,19:00,0.024436,0.025254,0.0243,0.024602,12382.85,0.679325585,0.039040760,0.174004193,Friday
18/03/2016,20:00,0.024602,0.025,0.024407,0.025,3551.61,1.617754654,0.024103731,0.671163575,Friday
18/03/2016,21:00,0.024998,0.025281,0.024998,0.025271,1679.66,1.092087367,0.011320906,0.964664311,Friday
18/03/2016,22:00,0.025107,0.026539,0.0248,0.026539,4818.04,5.703588641,0.069263552,0.823461760,Friday
18/03/2016,23:00,0.026605,0.02702,0.026117,0.02702,2380.62,1.559857170,0.033940989,0.459579181,Friday
19/03/2016,00:00,0.027043,0.027368,0.0255,0.025506,2838.59,-5.683541027,0.069075177,0.822805139,Saturday
19/03/2016,01:00,0.0255,0.026612,0.02545,0.025638,3953.03,0.541176471,0.045568627,0.118760757,Saturday
19/03/2016,02:00,0.025632,0.025661,0.02487,0.0253,1653.39,-1.295255930,0.030859863,0.419721871,Saturday
19/03/2016,03:00,0.02525,0.02596,0.024706,0.02588,3352.97,2.495049505,0.049663366,0.502392344,Saturday
19/03/2016,04:00,0.025953,0.025953,0.02544,0.025709,1038.8,-0.940161060,0.019766501,0.475633528,Saturday
19/03/2016,05:00,0.025708,0.025709,0.0239,0.0239,2817.71,-7.032830247,0.070367201,0.999447208,Saturday
19/03/2016,06:00,0.024208,0.025065,0.023989,0.025065,4017.67,3.540152016,0.044448116,0.796468401,Saturday
19/03/2016,07:00,0.024982,0.025275,0.024601,0.025004,1801.38,0.088063406,0.026979425,0.032640950,Saturday
19/03/2016,08:00,0.025041,0.0269,0.025041,0.026679,4859.85,6.541272313,0.074238249,0.881118881,Saturday
19/03/2016,09:00,0.026662,0.026826,0.026235,0.026568,2322.61,-0.352561698,0.022166379,0.159052453,Saturday
19/03/2016,10:00,0.026519,0.026734,0.025711,0.025949,1221.16,-2.149402315,0.038576115,0.557184751,Saturday
19/03/2016,11:00,0.02574,0.026347,0.0257,0.0257,553.46,-0.155400155,0.025135975,0.061823802,Saturday
19/03/2016,12:00,0.025749,0.026563,0.02572,0.026563,1157.91,3.161287817,0.032739136,0.965599051,Saturday
19/03/2016,13:00,0.026466,0.026527,0.026171,0.026407,293.8,-0.222927530,0.013451220,0.165730337,Saturday
19/03/2016,14:00,0.02649,0.0265,0.0263,0.0265,1120.86,0.037750094,0.007550019,0.050000000,Saturday
19/03/2016,15:00,0.026418,0.02697,0.026278,0.02697,1665.3,2.089484442,0.026194261,0.797687861,Saturday
19/03/2016,16:00,0.027,0.02701,0.026546,0.027009,1444.66,0.033333333,0.017185185,0.019396552,Saturday
19/03/2016,17:00,0.027009,0.027189,0.02618,0.026957,4051.09,-0.192528416,0.037357918,0.051536174,Saturday
19/03/2016,18:00,0.026771,0.026771,0.02581,0.026478,4081.33,-1.094467894,0.035897053,0.304890739,Saturday
19/03/2016,19:00,0.026202,0.0263,0.02553,0.02565,2621.49,-2.106709411,0.029387070,0.716883117,Saturday
19/03/2016,20:00,0.02567,0.026165,0.02567,0.026064,1355.66,1.534865602,0.019283210,0.795959596,Saturday
19/03/2016,21:00,0.026134,0.026134,0.02501,0.02515,2599.77,-3.765210071,0.043009107,0.875444840,Saturday
19/03/2016,22:00,0.025001,0.025374,0.02465,0.02519,6657.54,0.755969761,0.028958842,0.261049724,Saturday
19/03/2016,23:00,0.025214,0.025915,0.02511,0.02574,1256.75,2.086142619,0.031926707,0.653416149,Saturday
20/03/2016,00:00,0.025738,0.026021,0.02548,0.025853,2775.04,0.446810164,0.021019504,0.212569316,Sunday
20/03/2016,01:00,0.025853,0.02602,0.02567,0.02593,3310.9,0.297837775,0.013538081,0.220000000,Sunday
20/03/2016,02:00,0.02593,0.025931,0.02511,0.025475,3527.53,-1.754724258,0.031662167,0.554202192,Sunday
20/03/2016,03:00,0.02556,0.02646,0.02556,0.026135,2611.2,2.249608764,0.035211268,0.638888889,Sunday
20/03/2016,04:00,0.025992,0.02625,0.02578,0.02578,798.41,-0.815635580,0.018082487,0.451063830,Sunday
20/03/2016,05:00,0.02578,0.02581,0.025088,0.0252,2310.44,-2.249806051,0.028006206,0.803324100,Sunday
20/03/2016,06:00,0.025244,0.025769,0.02524,0.0255,601.58,1.014102361,0.020955475,0.483931947,Sunday
20/03/2016,07:00,0.0255,0.0255,0.025073,0.025073,608.1,-1.674509804,0.016745098,1.000000000,Sunday
20/03/2016,08:00,0.025102,0.025102,0.024736,0.024995,2631.71,-0.426260856,0.014580512,0.292349727,Sunday
20/03/2016,09:00,0.025049,0.025233,0.024941,0.02513,1016.33,0.323366202,0.011657152,0.277397260,Sunday
20/03/2016,10:00,0.025132,0.025319,0.025048,0.025271,241.71,0.553079739,0.010783065,0.512915129,Sunday
20/03/2016,11:00,0.025181,0.025224,0.025173,0.025217,430.27,0.142964934,0.002025337,0.705882353,Sunday
20/03/2016,12:00,0.025052,0.02531,0.025047,0.02515,372.07,0.391186332,0.010498164,0.372623574,Sunday
20/03/2016,13:00,0.025022,0.025025,0.0242,0.024445,3223.21,-2.305970746,0.032970986,0.699393939,Sunday
20/03/2016,14:00,0.024489,0.025,0.02405,0.024265,5595.93,-0.914696394,0.038792927,0.235789474,Sunday
20/03/2016,15:00,0.024225,0.024622,0.024225,0.02445,585.49,0.928792570,0.016388029,0.566750630,Sunday
20/03/2016,16:00,0.024597,0.024597,0.0235,0.023822,3299.69,-3.150790747,0.044598935,0.706472197,Sunday
20/03/2016,17:00,0.023669,0.0242,0.02351,0.024142,3878.4,1.998394524,0.029152055,0.685507246,Sunday
20/03/2016,18:00,0.024144,0.024216,0.023041,0.023897,5352.11,-1.023028496,0.048666335,0.210212766,Sunday
20/03/2016,19:00,0.023897,0.024197,0.0236,0.023998,1988.55,0.422647194,0.024982215,0.169179229,Sunday
20/03/2016,20:00,0.024008,0.024901,0.02399,0.024559,3080.03,2.295068311,0.037945685,0.604829857,Sunday
20/03/2016,21:00,0.024669,0.02521,0.024664,0.02493,2239.28,1.058008026,0.022133041,0.478021978,Sunday
20/03/2016,22:00,0.025129,0.025129,0.024,0.024571,1705.35,-2.220542003,0.044928171,0.494242693,Sunday
20/03/2016,23:00,0.024583,0.025174,0.024402,0.024916,1375.04,1.354594639,0.031403816,0.431347150,Sunday
21/03/2016,00:00,0.024871,0.024871,0.02455,0.024765,398.01,-0.426199188,0.012906598,0.330218069,Monday
21/03/2016,01:00,0.024761,0.0253,0.024761,0.0253,750.3,2.176810307,0.021768103,1.000000000,Monday
21/03/2016,02:00,0.0253,0.0256,0.0253,0.025406,1226.07,0.418972332,0.011857708,0.353333333,Monday
21/03/2016,03:00,0.025316,0.026032,0.02525,0.026032,2157.27,2.828250909,0.030889556,0.915601023,Monday
21/03/2016,04:00,0.0261,0.0265,0.025914,0.025927,1588.41,-0.662835249,0.022452107,0.295221843,Monday
21/03/2016,05:00,0.025949,0.026106,0.02561,0.025901,1557.06,-0.184978227,0.019114417,0.096774194,Monday
21/03/2016,06:00,0.0259,0.02601,0.025753,0.025964,764.8,0.247104247,0.009922780,0.249027237,Monday
21/03/2016,07:00,0.025881,0.027,0.025881,0.026949,5792.81,4.126579344,0.043236351,0.954423592,Monday
21/03/2016,08:00,0.026919,0.026919,0.026448,0.026598,115.92,-1.192466288,0.017496935,0.681528662,Monday
21/03/2016,09:00,0.026575,0.0271,0.026575,0.026914,1144.96,1.275634995,0.019755409,0.645714286,Monday
21/03/2016,10:00,0.026771,0.026771,0.026,0.026351,1029.24,-1.568861828,0.028799821,0.544747082,Monday
21/03/2016,11:00,0.02647,0.026929,0.02647,0.02678,1153.72,1.171137136,0.017340385,0.675381264,Monday
21/03/2016,12:00,0.0268,0.02714,0.026405,0.026677,1696.32,-0.458955224,0.027425373,0.167346939,Monday
21/03/2016,13:00,0.02655,0.026726,0.02634,0.026507,548.61,-0.161958569,0.014538606,0.111398964,Monday
21/03/2016,14:00,0.02649,0.026543,0.026269,0.02654,599.36,0.188750472,0.010343526,0.182481752,Monday
21/03/2016,15:00,0.026447,0.026546,0.026446,0.0265,15.44,0.200400802,0.003781147,0.530000000,Monday
21/03/2016,16:00,0.0265,0.02699,0.026418,0.02699,1157.23,1.849056604,0.021584906,0.856643357,Monday
21/03/2016,17:00,0.02699,0.0287,0.026931,0.028208,12341.0,4.512782512,0.065542794,0.688524590,Monday
21/03/2016,18:00,0.028288,0.029,0.028272,0.02846,3328.08,0.608031674,0.025735294,0.236263736,Monday
21/03/2016,19:00,0.028484,0.028484,0.0279,0.028,3396.34,-1.699199551,0.020502738,0.828767123,Monday
21/03/2016,20:00,0.02795,0.028344,0.02795,0.028274,357.69,1.159212880,0.014096601,0.822335025,Monday
21/03/2016,21:00,0.028274,0.028743,0.028274,0.028274,1509.32,0.000000000,0.016587678,0.000000000,Monday
21/03/2016,22:00,0.028259,0.028959,0.028259,0.028944,1581.37,2.424006511,0.024770869,0.978571429,Monday
21/03/2016,23:00,0.028956,0.029278,0.0282,0.028656,2770.4,-1.036054704,0.037228899,0.278293135,Monday
22/03/2016,00:00,0.028847,0.029019,0.027648,0.027846,4451.33,-3.470031546,0.047526606,0.730123997,Tuesday
22/03/2016,01:00,0.027795,0.028153,0.027783,0.027981,631.52,0.669185105,0.013311747,0.502702703,Tuesday
22/03/2016,02:00,0.02793,0.028,0.0274,0.0274,1622.51,-1.897601146,0.021482277,0.883333333,Tuesday
22/03/2016,03:00,0.0274,0.02866,0.027331,0.02824,3750.83,3.065693431,0.048503650,0.632054176,Tuesday
22/03/2016,04:00,0.02821,0.02825,0.027948,0.02825,415.06,0.141793690,0.010705424,0.132450331,Tuesday
22/03/2016,05:00,0.02803,0.028271,0.02803,0.02803,262.42,0.000000000,0.008597931,0.000000000,Tuesday
22/03/2016,06:00,0.028054,0.0281,0.027875,0.027875,593.31,-0.638055179,0.008020247,0.795555556,Tuesday
22/03/2016,07:00,0.027888,0.028222,0.027797,0.028217,309.92,1.179718876,0.015239530,0.774117647,Tuesday
22/03/2016,08:00,0.028222,0.028363,0.028205,0.028219,511.86,-0.010630005,0.005598469,0.018987342,Tuesday
22/03/2016,09:00,0.0283,0.0287,0.028288,0.028513,1606.71,0.752650177,0.014558304,0.516990291,Tuesday
22/03/2016,10:00,0.028579,0.028719,0.028453,0.028454,2094.41,-0.437384093,0.009307534,0.469924812,Tuesday
22/03/2016,11:00,0.02849,0.028657,0.02845,0.028652,793.04,0.568620569,0.007265707,0.782608696,Tuesday
22/03/2016,12:00,0.0287,0.0288,0.02861,0.028762,2389.53,0.216027875,0.006620209,0.326315789,Tuesday
22/03/2016,13:00,0.028768,0.028768,0.028249,0.028297,920.05,-1.637235818,0.018040879,0.907514451,Tuesday
22/03/2016,14:00,0.0282,0.028467,0.0282,0.028366,396.06,0.588652482,0.009468085,0.621722846,Tuesday
22/03/2016,15:00,0.02828,0.02828,0.0267,0.026801,2110.19,-5.229844413,0.055869873,0.936075949,Tuesday
